"","Issue_Resolution","Issue_Category","Issue_Severity","Support_Level","Support_Channel","Building","City","Position","Country","Tenure_Months","Career_Desc","Division"
"53812"," Workaround","Apps","Sev1",NA,"Chat","B0029","Austin","Support Engineering","US ",144,"IC5","D006433"
"36627"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Berlin","Relationship Management","DE ",17,"IC2","D014045"
"51659"," User Education","Apps","Sev2",NA,"Chat","B0711","Seattle","Service Engineering","US ",129,"IC3","D006433"
"70332","Unknown","Apps","Sev2",NA,"Chat","B0228","Sunnyvale","Supply Chain","US ",211,"IC4","D006433"
"40102"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Berlin","Business Development","DE ",239,"IC4","D014045"
"35553"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Kista","Marketing","SE ",43,"IC5","D013117"
"17313","Unknown","Apps","Sev2","Silver","Chat","B0228","Sunnyvale","Supply Chain","US ",52,"IC4","D006433"
"82194"," Workaround","Apps","Sev2",NA,"Chat","B0892","Cork","Operations","IE ",137,"IC4","D015571"
"29787"," Workaround","Apps","Sev2","Silver","Email","B0809","Sunnyvale","Finance","US ",12,"IC3","D006433"
"42974","Resolved by Caller","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",233,"IC4","D006433"
"41237"," User Education","Apps","Sev3",NA,"Chat","B0040","Toulouse","Relationship Management","FR ",72,"IC4","D008654"
"8458"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Cologne","Retail","DE ",18,"IC3","D014045"
"59135"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Bellevue-","Technical Delivery","US ",2,"IC2","D006433"
"75722","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Brisbane","Relationship Management","AU ",32,"IC3","D009170"
"58636"," Workaround","Apps","Sev2",NA,"Email","B0991","Amman","Support Engineering","JO ",27,"IC3","D019428"
"57182"," Workaround","Apps","Sev3",NA,"Email","B0383","Singapore","Operations","SG ",233,"IC5","D018994"
"9285"," Workaround","Apps","Sev2",NA,"Chat","B0951","London","Licensing","GB ",154,"MGR4","D010405"
"47490","Unknown","Apps","Sev3",NA,"Phone","MOBILE","Manchester","Support Delivery","GB ",44,"IC4","D010405"
"80425","Software Update","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Intelligence","US ",22,"IC3","D006433"
"9936"," Workaround","Apps","Sev2",NA,"Email","B0738","Cork","Inside Sales","IE ",112,"MGR3","D015571"
"54390","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Zaventem","Support Delivery","BE ",21,"IC3","D010467"
"63899","Unknown","Apps","Sev3",NA,"Chat","B0848","Mumbai","Software Engineering","IN ",12,"IC4","D013936"
"13985"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Bogota","Sales Leadership","CO ",219,"MGR3","D016128"
"22216"," User Education","Apps","Sev2",NA,"Email","B0025","Sunnyvale","Software Engineering","US ",126,"IC4","D006433"
"26422","Unknown","Apps","Sev2",NA,"Email","B0730","Humacao","Manufacturing","PR ",328,"IC3","D003311"
"6846","Unknown","Apps","Sev2",NA,"Email","MOBILE","Sao Paulo","Account Management","BR ",12,"IC2","D007007"
"25066","Non-Actionable","Help","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",33,"IC2","D013936"
"44118"," User Education","Apps","Sev2",NA,"Chat","HOME OFFICE","Matthews","Technical Delivery","US ",264,"MGR2","D006433"
"67757"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Berlin","Technical Delivery","DE ",58,"IC5","D014045"
"60787"," Workaround","Apps","Sev2",NA,"Chat","B0341","Sunnyvale","Program Management","US ",51,"IC4","D006433"
"34248","Unknown","Apps","Sev2",NA,"Email","B0125","Sunnyvale","Marketing Communications","US ",60,"IC3","D006433"
"64937","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Espoo","Business Development","FI ",64,"IC4","D013149"
"68919"," User Education","Apps","Sev1","Silver","Chat","B0068","Sunnyvale","Marketing","US ",123,"IC4","D006433"
"53804"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",59,"IC4","D006433"
"4645"," Workaround","Apps","Sev3",NA,"Phone","B0428","Reston","Business Support","US ",22,"IC6","D006433"
"49563","Unknown","Apps","Sev2",NA,"Email","B0370","New York","Business Operations","US ",26,"IC3","D006433"
"43348"," Workaround","Apps","Sev2",NA,"Phone","B0110","San Juan","Retail","PR ",68,"IC3","D004691"
"9377"," User Education","Apps","Sev2",NA,"Email","MOBILE","New York","Relationship Management","US ",112,"IC3","D006433"
"5163"," Workaround","Apps","Sev2",NA,"Email","B0222","Dubai","Technology Solutions","AE ",11,"IC4","D002536"
"68255"," User Education","Apps","Sev1",NA,"Chat","B0633","Athens","Technical Delivery","GR ",35,"IC4","D003670"
"17502"," User Education","Apps","Sev1",NA,"Email","MOBILE","Johannesburg","Solution Sales","ZA ",185,"IC5","D018171"
"77466"," Request Complete","Apps","Sev3",NA,"Email","B0343","Sunnyvale","Business Operations","US ",122,"IC3","D006433"
"58677"," User Education","Apps","Sev1",NA,"Email","MOBILE","Beijing","Business Operations","CN ",46,"IC4","D005841"
"50677","Unknown","Apps","Sev2",NA,"Email","MOBILE","Amman","Support Engineering","JO ",11,"IC3","D019428"
"18802"," Request Complete","Apps","Sev3",NA,"Email","B0560","London","Finance","GB ",196,"IC4","D010405"
"37637"," Workaround","Apps","Sev2",NA,"Phone","B0123","Sunnyvale","IT Operations","US ",172,"IC4","D006433"
"46843","Unknown","Apps","Sev2",NA,"Email","MOBILE","Berlin","Marketing Communications","DE ",216,"IC3","D014045"
"4062","Unknown","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",58,"IC4","D006433"
"55781"," Workaround","Apps","Sev2",NA,"Email","B0225","Istanbul","Account Management","TR ",143,"IC4","D012903"
"27554"," User Education","Apps","Sev2",NA,"Email","MOBILE","Chevy chase","Relationship Management","US ",30,"IC4","D006433"
"7454"," Workaround","Apps","Sev2",NA,"Email","B0938","Sunnyvale","Treasury","US ",18,"IC3","D006433"
"81291","Software Update","Apps","Sev2",NA,"Email","B0428","Reston","Sales Leadership","US ",77,"MGR3","D006433"
"38651","Resolved by Caller",NA,"Sev2",NA,"Chat","MOBILE","Berlin","Business Operations","DE ",298,"IC5","D014045"
"42530"," User Education","Apps","Sev2","Gold","Email","B0499","Oslo-Lysaker","Account Management","NO ",21,"IC4","D009472"
"56217"," User Education","Apps","Sev1",NA,"Email","B0428","Reston","Solution Sales","US ",18,"IC4","D006433"
"1796"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Alpharetta","Account Management","US ",0,"IC3","D006433"
"12496"," Workaround","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Operations","US ",153,"IC5","D006433"
"33914","Software Update","Apps","Sev2",NA,"Email","MOBILE","Humacao","Service Engineering","PR ",75,"IC2","D003311"
"76120"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Atlanta","Relationship Management","US ",7,"IC2","D006433"
"11861","Resolved by Caller","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",185,"IC3","D006433"
"49697"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","Berlin","Relationship Management","DE ",225,"IC4","D014045"
"53043"," Workaround","Apps","Sev3",NA,"Email","B1007","Atlanta","Account Management","US ",24,"IC3","D006433"
"68809"," User Education","Apps","Sev2",NA,"Email","B0892","Cork","Operations","IE ",11,"IC3","D015571"
"56180"," Request Complete","Infrastructure","Sev2",NA,"Email","MOBILE","Toulouse","Business Strategy","FR ",230,"IC4","D001659"
"12132","Unknown","Apps","Sev2",NA,"Email","MOBILE","Downers Grove","Account Management","US ",67,"IC4","D006433"
"38184"," User Education","Apps","Sev2",NA,"Chat","B0123","Sunnyvale","Program Management","US ",11,"IC3","D006433"
"37438","Software Update","Apps","Sev2",NA,"Chat","B0738","Cork","Inside Sales","IE ",3,"IC2","D015571"
"22419","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Milan","Business Development","IT ",35,"IC5","D008747"
"24056"," Workaround","Apps","Sev3",NA,"Email","B0867","San Jose","Licensing","CR ",6,"IC2","D005412"
"56443"," User Education","Apps","Sev3",NA,"Email","B0565","Sunnyvale","Program Management","US ",229,"IC3","D006433"
"39161"," Workaround","Apps","Sev3","Silver","Chat","B0520","Cambridge","Software Engineering","GB ",8,"IC3","D004749"
"69326"," User Education","Help","Sev2","Silver","Email","B0123","Sunnyvale","Program Management","US ",32,"IC3","D006433"
"9846","Software Update","Apps","Sev2",NA,"Email","MOBILE","Brisbane","Sales Leadership","AU ",187,"IC4","D009170"
"27997"," User Education","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Technical Delivery","NL ",110,"MGR3","D008233"
"11697"," User Education","Apps","Sev2",NA,"Email","B0086","New York","Content Publishing","US ",201,"IC4","D006433"
"82184"," Workaround","Apps","Sev3",NA,"Chat","B0685","Sunnyvale","Account Management","US ",148,"MGR2","D006433"
"22325"," Workaround","Apps","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",70,"IC3","D013936"
"76499","Unknown","Apps","Sev3",NA,"Email","MOBILE","Barueri","Support Delivery","BR ",39,"IC3","D007007"
"59290"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Lisbon","Support Engineering","PT ",25,"IC3","D001980"
"77842"," User Education","Apps","Sev1","Silver","Chat","B0839","Sunnyvale","Software Engineering","US ",78,"IC3","D006433"
"57778"," Workaround","Apps","Sev3",NA,"Phone","B0711","Seattle","Support Engineering","US ",266,"MGR4","D006433"
"79403"," User Education","Apps","Sev2",NA,"Email","B0125","Sunnyvale","Program Management","US ",110,"IC3","D006433"
"12717"," Request Complete","Apps","Sev2",NA,"Chat","MOBILE","Riyadh","Technology Strategy","SA ",101,"IC6","D005568"
"31054"," Workaround","Apps","Sev3",NA,"Email","B0096","Cambridge","Program Management","US ",183,"MGR3","D006433"
"46607"," Workaround","Apps","Sev1",NA,"Chat","B0035","Sunnyvale","Finance","US ",136,"IC3","D006433"
"82975"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",8,"IC4","D008654"
"15910"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Athens","Sales Leadership","GR ",123,"MGR4","D003670"
"4780"," Workaround","Apps","Sev2",NA,"Email","B0035","Sunnyvale","Finance","US ",17,"IC3","D006433"
"37382"," Workaround","Phone","Sev2",NA,"Phone","B0037","Ljubljana","Sales Leadership","SI ",52,"MGR4","D018354"
"74205"," User Education","Apps","Sev1",NA,"Chat","B0263","Wayne","Retail","US ",23,"IC5","D006433"
"43908","Unknown","Apps","Sev2",NA,"Email","B0370","New York","HR Management","US ",200,"IC4","D006433"
"34123"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Milan","Licensing","IT ",344,"IC4","D008747"
"21967"," User Education","Help","Sev2",NA,"Chat","B0721","Sunnyvale","Service Engineering","US ",197,"MGR2","D006433"
"43909","Non-Reproducible","Apps","Sev1",NA,"Chat","B0912","Austin","Relationship Management","US ",35,"IC4","D006433"
"39613","Unknown","Apps","Sev1","Silver","Chat","B0672","New York","Support Engineering","US ",33,"IC4","D006433"
"69324"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",185,"IC3","D006433"
"81314"," User Education","Apps","Sev2",NA,"Email","MOBILE","Sydney","Licensing","AU ",153,"IC4","D009170"
"77106"," Request Complete","Apps","Sev3",NA,"Email","B0068","Sunnyvale","Business Operations","US ",100,"IC2","D006433"
"34442","Non-Actionable","Help","Sev3","Silver","Email","MOBILE","Prague","Business Operations","CZ ",18,"MGR2","D008013"
"21156"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Reston","Technical Delivery","US ",166,"MGR4","D006433"
"32153","Software Update","Apps","Sev3",NA,"Email","B0724","Bellevue","Business Operations","US ",30,"IC4","D006433"
"62164"," Workaround","Apps","Sev3",NA,"Email","B0946","Seoul","HR Talent Acquisition","KR ",49,"IC4","D014509"
"1273","Unknown","Apps","Sev3",NA,"Chat","MOBILE","Melbourne","Relationship Management","AU ",28,"IC3","D009170"
"22666","Software Update","Apps","Sev1","Gold","Chat","B0297","Sunnyvale","HR Talent Acquisition","US ",3,NA,"D006433"
"4219"," Workaround","Apps","Sev2",NA,"Email","B0153","MADRID","Account Management","ES ",118,"IC4","D004024"
"51613"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","London","Account Management","GB ",33,"IC5","D010405"
"78903"," Workaround","Apps","Sev2",NA,"Email","B1009","Berlin","Licensing","DE ",6,"IC3","D014045"
"41839"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Fort Lauderdale","Business Operations","US ",82,"IC4","D006433"
"21515"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Beijing","Technical Delivery","CN ",90,"IC4","D005841"
"58114","Non-Actionable","Help","Sev2",NA,"Email","B0861","SUNNYVALE","Business Operations","US ",223,"IC2","D006433"
"53732","Unknown","Apps","Sev2",NA,"Email","B1024","Mumbai","Service Engineering","IN ",28,"IC2","D013936"
"14087"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",226,"IC5","D008654"
"23239"," Workaround","Apps","Sev2",NA,"Email","B0025","Sunnyvale","Program Management","US ",140,"IC3","D006433"
"2641"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Toulouse","Account Management","FR ",29,"IC2","D008654"
"49677"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Gothenburg","Relationship Management","SE ",55,"IC5","D013117"
"5813"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",16,"IC3","D006433"
"79504"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Mumbai","Support Delivery","IN ",5,"IC2","D007359"
"21718","Unknown","Apps","Sev2",NA,"Phone","B0809","Sunnyvale","Finance","US ",78,"IC4","D006433"
"24522","Software Update","Apps","Sev2",NA,"Chat","MOBILE","Wallisellen","Relationship Management","CH ",40,"IC4","D019166"
"81552","Software Update","Apps","Sev3",NA,"Email","B0205","Reno","Operations","US ",38,"IC3","D006433"
"10391"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Fort Lauderdale","Relationship Management","US ",37,"IC4","D006433"
"20182","Resolved by Caller","Apps","Sev2",NA,"Chat","MOBILE","Bad Homburg","Relationship Management","DE ",43,"IC5","D014045"
"70338","Unknown","Apps","Sev2",NA,"Phone","B0604","Oklahoma city","Retail","US ",7,"IC3","D006433"
"46151","Software Update","Apps","Sev2",NA,"Email","MOBILE","Singapore","Business Operations","SG ",149,"IC5","D009703"
"26820"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",21,"IC3","D006433"
"65564","Unknown","Apps","Sev2",NA,"Chat","B0635","Atlanta","Relationship Management","US ",299,"IC4","D006433"
"76844"," User Education","Apps","Sev2",NA,"Chat","MOBILE","New York","Relationship Management","US ",4,"IC4","D006433"
"66294","Software Update","Apps","Sev2",NA,"Email","MOBILE","Chennai","Business Operations","IN ",6,"IC1","D001578"
"36033"," User Education","Apps","Sev2",NA,"Email","B0377","Kongens Lyngby","Licensing","DK ",163,"IC4","D013665"
"31832","Resolved by Caller","Apps","Sev1",NA,"Chat","MOBILE","Reston","Support Delivery","US ",149,"IC4","D006433"
"23608","Unknown","Apps","Sev2",NA,"Email","B1007","Atlanta","Support Engineering","US ",215,"IC5","D006433"
"27414"," User Education","Apps","Sev2",NA,"Chat","B0721","Sunnyvale","Business Support","US ",226,"IC6","D006433"
"79213"," User Education","Apps","Sev2",NA,"Chat","MOBILE","London","Relationship Management","GB ",9,"IC3","D010405"
"48563"," Workaround","Apps","Sev3","Gold","Chat","B0462","Bucharest","Support Engineering","RO ",11,"IC3","D009260"
"17699"," User Education","Apps","Sev2",NA,"Email","B0921","Seattle","Support Delivery","US ",39,"IC4","D006433"
"7302"," Workaround","Apps","Sev2","Silver","Email","MOBILE","Alpharetta","Account Management","US ",120,"IC4","D006433"
"23666"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Riyadh","Sales Leadership","SA ",144,"MGR3","D005568"
"73583"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Milan","Technical Delivery","IT ",218,"MGR3","D008747"
"39139","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Bad Homburg","Relationship Management","DE ",25,"IC4","D014045"
"27889"," User Education","Apps","Sev2",NA,"Email","B0921","Seattle","Technical Delivery","US ",144,"IC4","D006433"
"58009"," Request Complete","Apps","Sev3",NA,"Email","B0677","Cork","Program Management","IE ",171,"IC3","D012512"
"15870","Software Update","Apps","Sev1",NA,"Chat","MOBILE","Schiphol","Business Development","NL ",261,"IC5","D008233"
"63284"," Workaround","Apps","Sev1",NA,"Phone","MOBILE","Elkridge","Relationship Management","US ",23,"IC4","D006433"
"67127"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Hamburg","Technical Delivery","DE ",9,"IC4","D014045"
"44398"," User Education","Apps","Sev2",NA,"Phone","B0659","Sunnyvale","Software Engineering","US ",128,"IC3","D006433"
"80983"," Workaround","Apps","Sev2",NA,"Chat","B0035","Sunnyvale","Finance","US ",23,"IC3","D006433"
"8889","Non-Actionable","Help","Sev2",NA,"Email","B0228","Sunnyvale","Supply Chain","US ",265,"IC4","D006433"
"69033"," Workaround","Help","Sev2",NA,"Email","B0670","Sunnyvale","Software Engineering","US ",16,"IC3","D006433"
"1266"," User Education","Apps","Sev2",NA,"Email","B1011","Scottsdale","Retail","US ",36,"IC3","D006433"
"62007"," Workaround","Apps","Sev2","Silver","Email","B0867","San Jose","Licensing","CR ",6,"IC2","D005412"
"75484"," Workaround","Apps","Sev1",NA,"Chat","B0640","London","Relationship Management","GB ",12,"IC4","D010405"
"79999","Unknown","Apps","Sev3",NA,"Email","B0730","Humacao","Supply Chain","PR ",196,"IC4","D003311"
"72250"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Berlin","Sales Excellence","DE ",196,"IC4","D014045"
"14416"," User Education","Apps","Sev3",NA,"Email","MOBILE","Budapest","Licensing","HU ",16,"IC2","D019762"
"78272","Software Update","Apps","Sev3",NA,"Email","B0892","Cork","Business Operations","IE ",110,"IC3","D015571"
"62897","Unknown","Apps","Sev1",NA,"Chat","B0848","Mumbai","Relationship Management","IN ",12,"IC2","D007359"
"62513"," User Education","Apps","Sev2",NA,"Phone","B0934","Mumbai","Service Engineering","IN ",68,"IC3","D013936"
"3518"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Chennai","Business Operations","IN ",0,NA,"D001578"
"17440","Unknown","Apps","Sev2",NA,"Email","MOBILE","Chennai","Business Operations","IN ",37,"IC3","D001578"
"26000"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Seoul","Account Management","KR ",74,"IC4","D014509"
"15867"," User Education","Apps","Sev1",NA,"Chat","MOBILE","London","Relationship Management","GB ",39,"IC3","D008747"
"35457"," Workaround","Apps","Sev2",NA,"Email","B0207","Sunnyvale","Business Support","US ",50,"IC3","D006433"
"74891"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Istanbul","Account Management","TR ",11,"IC4","D012903"
"35358"," User Education","Apps","Sev2",NA,"Email","HOME OFFICE","Monmouth Junction","Account Management","US ",31,"IC4","D006433"
